Age,Income,EmploymentStatus,YearsAtJob,Dependents,DebtToIncome,ExistingLoan,CreditScore,Approved
53,103694,Unemployed,20,4,0.51,No,840,1
29,34728,Employed,22,3,0.23,No,735,1
58,130310,Employed,0,4,0.54,No,653,1
36,49545,Employed,0,0,0.29,No,766,1
29,116636,Employed,19,0,0.53,No,819,1
26,142971,Unemployed,28,2,0.34,No,406,1
24,101686,Self-Employed,25,2,0.23,No,642,1
45,118750,Employed,14,1,0.23,Yes,383,1
31,118412,Unemployed,21,0,0.38,Yes,709,1
48,81756,Self-Employed,24,1,0.14,No,338,1
36,88775,Employed,0,1,0.57,No,332,0
64,58699,Unemployed,26,4,0.24,No,477,1
33,56821,Employed,25,2,0.27,No,683,1
22,50615,Employed,20,1,0.22,Yes,514,1
52,33746,Employed,8,1,0.1,Yes,500,1
29,106457,Employed,23,2,0.45,No,696,1
42,42745,Employed,6,2,0.4,Yes,506,0
38,21245,Employed,15,0,0.5,No,587,1
53,137408,Employed,15,2,0.12,No,535,1
40,132143,Self-Employed,12,4,0.56,No,728,1
33,44853,Unemployed,9,0,0.27,No,381,0
56,47632,Self-Employed,17,1,0.56,Yes,461,0
62,32856,Employed,8,4,0.15,No,412,1
59,76893,Employed,11,4,0.47,No,823,1
56,90641,Employed,28,0,0.39,No,792,1
31,121226,Employed,23,1,0.28,Yes,698,1
48,88049,Employed,12,0,0.14,No,771,1
22,78182,Self-Employed,10,3,0.4,No,564,1
52,22801,Self-Employed,14,3,0.11,Yes,388,0
40,117881,Self-Employed,9,0,0.35,Yes,666,1
46,99431,Employed,9,1,0.4,No,515,1
60,59749,Employed,8,1,0.47,Yes,569,0
28,93757,Self-Employed,24,2,0.6,No,755,1
35,75654,Employed,24,4,0.23,No,636,1
64,91574,Employed,2,0,0.26,No,598,1
29,117567,Employed,22,4,0.27,No,513,1
26,75381,Employed,15,4,0.47,No,363,1
27,78601,Employed,11,3,0.57,No,788,1
61,35082,Unemployed,16,3,0.59,No,627,0
34,34648,Unemployed,24,0,0.57,No,835,1
55,20364,Employed,29,0,0.54,No,685,1
24,54568,Employed,14,1,0.6,Yes,614,1
63,99646,Self-Employed,24,0,0.29,No,717,1
30,91494,Employed,2,1,0.57,No,611,1
57,94632,Employed,4,1,0.48,No,759,1
59,27436,Employed,27,0,0.18,No,669,1
26,106713,Employed,12,1,0.12,No,304,1
44,46754,Self-Employed,23,4,0.21,No,408,1
19,80194,Unemployed,5,1,0.49,No,482,0
22,44544,Employed,25,4,0.42,Yes,591,0
46,80180,Employed,25,4,0.21,No,384,1
54,83295,Employed,8,4,0.47,Yes,473,0
55,32638,Employed,29,2,0.17,Yes,483,1
36,85715,Unemployed,28,2,0.51,Yes,566,0
25,89409,Self-Employed,18,1,0.5,Yes,769,1
62,148479,Employed,27,0,0.59,No,404,1
18,138648,Self-Employed,6,1,0.18,No,477,1
39,103106,Unemployed,12,2,0.55,No,681,1
34,148782,Unemployed,21,3,0.27,Yes,412,0
24,146839,Employed,29,3,0.31,Yes,585,1
42,133759,Employed,4,1,0.33,No,422,1
62,37157,Self-Employed,15,2,0.41,No,387,0
21,65565,Employed,3,4,0.6,No,836,1
53,89996,Unemployed,4,2,0.4,Yes,841,0
23,133620,Self-Employed,28,1,0.56,Yes,719,1
48,85888,Unemployed,19,2,0.23,Yes,816,1
36,76095,Employed,18,3,0.3,Yes,555,1
61,84947,Unemployed,22,4,0.35,No,831,1
56,107122,Employed,5,1,0.26,No,399,1
44,90880,Unemployed,3,1,0.59,Yes,580,0
27,24507,Employed,24,0,0.46,No,468,1
43,123134,Employed,0,4,0.34,No,665,1
36,63988,Self-Employed,16,1,0.48,No,682,1
56,118421,Employed,8,2,0.33,Yes,624,1
20,36865,Employed,15,2,0.11,No,532,1
62,122591,Unemployed,22,2,0.37,No,390,1
30,149614,Employed,1,2,0.41,No,327,1
45,47213,Self-Employed,10,1,0.59,No,343,0
37,75954,Employed,25,3,0.12,Yes,610,1
45,77450,Unemployed,4,4,0.36,No,672,1
25,24477,Self-Employed,12,2,0.15,No,596,1
58,82222,Employed,19,1,0.17,Yes,343,1
56,26533,Employed,16,1,0.41,No,310,1
18,69395,Employed,27,2,0.22,No,680,1
20,145512,Employed,28,0,0.47,No,804,1
30,43396,Employed,24,1,0.36,No,498,1
45,32755,Self-Employed,14,4,0.21,No,768,1
42,20865,Employed,21,4,0.35,Yes,420,0
50,31173,Employed,26,0,0.1,No,313,1
55,78905,Self-Employed,28,1,0.53,No,776,1
23,58097,Employed,29,0,0.11,No,707,1
61,53371,Employed,11,1,0.1,No,394,1
62,124060,Employed,5,1,0.41,No,567,1
49,31254,Employed,19,0,0.59,No,492,1
62,24018,Self-Employed,12,3,0.53,No,743,1
64,25192,Self-Employed,17,2,0.23,No,357,1
38,22015,Employed,23,2,0.2,Yes,393,0
33,128154,Employed,14,2,0.41,No,597,1
38,88916,Employed,14,0,0.51,Yes,812,1
28,48343,Employed,7,1,0.28,Yes,705,1
54,89306,Unemployed,18,1,0.32,No,661,1
53,25829,Employed,22,4,0.16,No,627,1
52,54381,Employed,13,1,0.18,No,505,1
36,131451,Employed,6,3,0.38,No,492,1
37,101081,Self-Employed,13,2,0.15,Yes,523,1
35,38263,Self-Employed,4,3,0.2,No,337,0
64,123676,Self-Employed,14,2,0.22,No,747,1
58,73260,Unemployed,20,0,0.32,No,792,1
31,63306,Employed,14,3,0.12,No,410,1
32,111211,Employed,23,1,0.35,Yes,551,1
48,78418,Employed,3,2,0.56,No,771,1
18,110898,Self-Employed,0,4,0.11,Yes,791,1
20,20148,Self-Employed,16,3,0.42,Yes,790,1
33,21754,Employed,24,0,0.52,No,663,1
40,46745,Self-Employed,19,4,0.26,No,459,1
28,92914,Self-Employed,0,0,0.17,No,811,1
29,131895,Unemployed,15,2,0.12,No,397,1
27,75833,Employed,12,3,0.42,No,558,1
49,40140,Self-Employed,17,0,0.38,Yes,380,0
33,94907,Employed,9,4,0.21,Yes,761,1
25,80653,Self-Employed,22,4,0.52,Yes,658,1
55,112535,Unemployed,17,1,0.47,No,767,1
29,81521,Employed,16,0,0.24,No,665,1
41,98315,Self-Employed,25,3,0.48,No,394,1
45,51075,Self-Employed,29,3,0.22,Yes,788,1
25,50697,Employed,8,1,0.44,Yes,586,0
45,143804,Employed,13,4,0.16,No,342,1
53,74544,Employed,20,0,0.45,No,457,1
43,29795,Unemployed,29,4,0.22,Yes,534,0
25,84555,Unemployed,12,0,0.39,No,774,1
45,72204,Employed,19,0,0.19,No,711,1
45,123996,Employed,19,0,0.46,Yes,693,1
54,89754,Employed,13,4,0.13,Yes,443,1
58,84860,Employed,10,4,0.18,No,309,1
53,123107,Employed,12,4,0.19,No,810,1
44,71529,Employed,16,2,0.12,No,629,1
34,31672,Employed,2,4,0.47,Yes,567,0
26,74238,Employed,28,1,0.59,No,780,1
50,116578,Unemployed,0,2,0.49,Yes,455,0
37,55950,Unemployed,20,0,0.53,Yes,829,1
30,31009,Self-Employed,4,3,0.1,Yes,583,0
45,67096,Unemployed,24,2,0.16,No,790,1
46,39544,Employed,12,2,0.38,No,569,1
30,75728,Employed,23,0,0.59,Yes,563,0
63,49381,Employed,4,4,0.43,No,777,1
52,147769,Self-Employed,4,4,0.29,No,655,1
23,45287,Unemployed,22,2,0.17,Yes,558,0
35,84610,Self-Employed,11,4,0.18,No,501,1
22,88122,Unemployed,1,2,0.28,No,436,0
64,88184,Self-Employed,28,3,0.46,No,346,1
42,60081,Employed,22,3,0.12,No,362,1
19,103637,Employed,15,0,0.53,No,376,1
27,65312,Employed,16,1,0.57,Yes,754,1
47,107228,Employed,29,1,0.54,No,312,1
62,92943,Self-Employed,4,4,0.56,Yes,689,0
22,102790,Employed,11,1,0.11,No,757,1
50,100770,Employed,14,3,0.59,No,827,1
18,72726,Employed,27,0,0.28,Yes,767,1
35,42211,Employed,5,3,0.53,No,640,1
49,49480,Employed,12,2,0.19,No,354,1
64,67780,Employed,10,4,0.32,No,712,1
28,77138,Employed,29,4,0.12,No,633,1
38,110382,Unemployed,25,1,0.12,No,610,1
43,62503,Employed,16,2,0.57,Yes,487,0
42,77893,Self-Employed,8,1,0.51,No,820,1
39,66193,Unemployed,24,1,0.36,Yes,305,0
44,134002,Unemployed,15,1,0.36,Yes,712,1
30,147543,Unemployed,16,2,0.47,No,579,1
50,81358,Employed,19,1,0.27,No,350,1
51,100857,Employed,23,4,0.48,No,527,1
58,98182,Employed,17,1,0.34,No,576,1
52,140457,Employed,12,2,0.42,No,617,1
18,42117,Unemployed,28,2,0.58,No,646,0
38,148333,Self-Employed,10,3,0.34,No,416,1
23,79056,Employed,12,1,0.31,No,374,1
45,137928,Employed,23,2,0.55,No,773,1
34,78706,Employed,25,1,0.55,No,672,1
22,90429,Self-Employed,12,0,0.6,No,609,1
48,29476,Self-Employed,11,4,0.38,No,470,0
22,102806,Unemployed,13,4,0.27,Yes,539,0
55,75006,Unemployed,12,1,0.22,No,451,1
20,107238,Employed,24,4,0.12,Yes,375,1
40,136946,Employed,8,4,0.46,Yes,550,1
54,89918,Employed,13,0,0.22,No,559,1
54,83155,Employed,0,4,0.4,No,616,1
27,87321,Unemployed,8,4,0.56,No,425,0
27,65798,Employed,3,2,0.58,No,847,1
36,97271,Self-Employed,27,4,0.1,Yes,658,1
34,50177,Employed,11,1,0.26,Yes,465,1
38,116248,Employed,23,4,0.52,No,637,1
31,148022,Employed,28,1,0.37,Yes,652,1
26,142415,Employed,13,4,0.5,No,713,1
63,102215,Self-Employed,8,1,0.53,No,324,1
18,63013,Employed,2,4,0.32,Yes,829,1
62,120901,Self-Employed,5,1,0.28,Yes,801,1
30,102600,Unemployed,2,4,0.33,No,652,1
21,116099,Employed,0,0,0.43,No,789,1
18,139578,Self-Employed,25,2,0.28,Yes,748,1
57,73450,Employed,21,2,0.49,Yes,781,1
49,118628,Self-Employed,20,2,0.55,No,628,1
51,67928,Self-Employed,2,2,0.24,No,666,1
45,142640,Unemployed,29,0,0.58,No,838,1
48,112403,Employed,13,0,0.41,No,387,1
25,65382,Employed,19,4,0.54,No,708,1
56,119290,Employed,1,0,0.15,No,535,1
43,105038,Employed,11,2,0.23,Yes,349,1
51,20760,Self-Employed,25,3,0.26,No,482,1
20,44142,Unemployed,9,4,0.25,No,693,1
29,130189,Employed,12,1,0.19,Yes,485,1
18,127532,Employed,29,2,0.53,Yes,388,1
61,37290,Employed,19,2,0.31,Yes,385,0
22,91035,Employed,3,2,0.58,No,419,1
47,20364,Employed,18,0,0.39,No,387,1
47,76921,Employed,21,1,0.17,Yes,355,1
34,39797,Self-Employed,0,4,0.37,No,454,0
64,126331,Employed,24,2,0.6,No,389,1
40,52535,Employed,10,1,0.38,No,593,1
32,66300,Self-Employed,25,3,0.1,No,660,1
54,67176,Employed,15,0,0.57,No,834,1
38,36105,Self-Employed,18,2,0.22,No,387,1
31,27939,Self-Employed,18,1,0.44,No,352,0
19,99472,Self-Employed,11,1,0.36,No,702,1
28,62029,Employed,2,2,0.26,Yes,815,1
56,35863,Employed,22,1,0.24,No,832,1
55,98097,Unemployed,23,1,0.56,Yes,543,0
51,30447,Self-Employed,17,4,0.56,No,351,0
55,116160,Employed,16,0,0.36,Yes,542,1
51,66940,Employed,4,4,0.23,Yes,701,1
35,130182,Employed,15,0,0.15,Yes,412,1
47,97947,Employed,23,0,0.18,No,522,1
32,105001,Employed,13,4,0.36,Yes,730,1
44,123752,Employed,18,2,0.25,No,473,1
51,39642,Employed,5,1,0.12,Yes,646,1
55,116798,Self-Employed,2,3,0.33,No,646,1
50,115899,Employed,5,4,0.47,No,484,1
41,87643,Self-Employed,11,4,0.55,No,695,1
32,27928,Self-Employed,19,2,0.39,No,584,0
47,68002,Employed,29,1,0.46,Yes,612,1
59,104853,Self-Employed,10,4,0.28,Yes,497,1
34,134614,Self-Employed,6,3,0.35,No,370,1
22,137517,Employed,26,1,0.46,No,766,1
46,45017,Employed,25,4,0.46,No,825,1
21,99064,Employed,0,4,0.31,No,797,1
27,139694,Unemployed,15,0,0.37,No,832,1
34,33313,Self-Employed,15,0,0.56,No,761,1
27,21559,Employed,16,4,0.42,No,825,1
34,70893,Self-Employed,14,2,0.42,No,414,1
37,35167,Employed,20,0,0.49,Yes,682,1
41,100879,Employed,8,4,0.16,No,494,1
22,58598,Self-Employed,4,1,0.36,Yes,506,0
51,27523,Employed,19,3,0.58,No,731,1
23,69777,Unemployed,7,0,0.28,Yes,804,1
19,48439,Self-Employed,28,4,0.25,No,761,1
30,136378,Self-Employed,20,0,0.4,No,410,1
60,101060,Employed,0,1,0.21,Yes,739,1
60,33285,Unemployed,6,2,0.38,Yes,468,0
28,30973,Unemployed,10,4,0.18,Yes,731,1
64,142970,Employed,19,1,0.39,Yes,557,1
40,42694,Employed,25,3,0.4,Yes,754,1
33,55774,Employed,20,4,0.31,No,651,1
48,24302,Self-Employed,12,3,0.29,No,422,1
28,135776,Self-Employed,21,2,0.22,No,591,1
33,42391,Employed,12,4,0.27,No,636,1
25,24611,Unemployed,6,4,0.35,No,578,0
21,29372,Employed,10,1,0.22,Yes,530,0
57,44312,Self-Employed,17,0,0.49,No,408,0
21,34080,Employed,29,4,0.45,No,844,1
42,100618,Employed,0,2,0.23,Yes,425,0
20,132945,Employed,11,4,0.15,No,626,1
49,128397,Employed,2,4,0.1,Yes,566,1
20,116213,Self-Employed,25,4,0.4,Yes,787,1
44,40874,Employed,27,4,0.21,Yes,575,0
46,82537,Employed,0,2,0.11,No,361,1
49,93914,Employed,3,1,0.28,No,470,1
36,21597,Employed,5,0,0.58,No,391,1
38,31600,Self-Employed,4,2,0.44,No,374,0
22,23747,Self-Employed,28,2,0.53,No,420,0
35,99415,Employed,10,3,0.17,No,783,1
45,137358,Employed,19,0,0.14,No,562,1
59,98553,Employed,22,1,0.11,No,437,1
39,44815,Unemployed,12,1,0.58,No,467,0
38,104500,Unemployed,10,3,0.25,No,815,1
23,114348,Self-Employed,26,3,0.33,No,500,1
18,125736,Unemployed,5,2,0.3,No,401,1
22,44714,Unemployed,18,1,0.47,Yes,318,0
58,38890,Unemployed,24,1,0.25,No,665,1
29,81509,Employed,14,1,0.37,Yes,780,1
43,81824,Employed,20,2,0.6,No,721,1
63,24725,Employed,12,1,0.32,No,833,1
51,63205,Employed,9,4,0.38,Yes,658,1
31,40684,Self-Employed,0,3,0.35,No,448,0
43,111861,Employed,12,3,0.5,No,796,1
62,77911,Employed,5,3,0.23,No,690,1
44,118078,Employed,20,3,0.19,Yes,306,1
26,131573,Employed,25,4,0.48,Yes,632,1
43,33092,Employed,23,0,0.31,Yes,322,0
64,115918,Unemployed,19,1,0.56,Yes,389,0
39,59770,Self-Employed,11,3,0.42,No,829,1
64,45457,Self-Employed,16,1,0.38,No,365,0
47,91667,Employed,26,1,0.14,Yes,352,1
60,131565,Employed,17,4,0.47,Yes,702,1
34,110751,Employed,23,1,0.44,No,441,1
43,82894,Unemployed,25,3,0.42,No,324,0
53,81305,Employed,7,1,0.23,No,332,1
18,32612,Employed,28,4,0.57,Yes,677,1
25,122841,Self-Employed,13,3,0.26,No,667,1
52,98627,Employed,4,4,0.18,Yes,511,1
32,120639,Employed,21,2,0.59,No,432,1
64,57089,Employed,1,0,0.47,No,448,0
39,115295,Employed,26,1,0.31,No,675,1
31,131558,Employed,27,1,0.57,Yes,376,1
43,72137,Employed,24,1,0.15,Yes,825,1
45,20559,Self-Employed,21,2,0.14,No,797,1
40,86249,Unemployed,27,0,0.44,No,391,0
31,57361,Employed,24,4,0.19,No,682,1
41,100720,Unemployed,10,2,0.56,Yes,807,1
19,35261,Employed,25,2,0.52,No,429,1
62,40372,Employed,2,3,0.25,No,371,1
43,75355,Employed,21,2,0.54,No,702,1
31,117676,Self-Employed,25,2,0.12,Yes,810,1
24,118560,Employed,15,1,0.37,No,425,1
20,77920,Self-Employed,20,3,0.57,Yes,804,1
64,132878,Self-Employed,15,4,0.53,No,813,1
40,52544,Employed,8,0,0.28,No,778,1
63,20037,Self-Employed,12,4,0.19,No,309,1
60,63032,Unemployed,9,3,0.21,Yes,752,1
64,98233,Employed,16,1,0.36,Yes,770,1
62,61420,Employed,24,0,0.4,No,673,1
35,134234,Self-Employed,20,4,0.12,No,364,1
55,117243,Self-Employed,16,0,0.31,Yes,408,1
52,111552,Employed,9,0,0.52,No,599,1
32,149380,Employed,7,0,0.32,No,341,1
42,147358,Employed,6,2,0.18,No,558,1
54,54600,Employed,13,3,0.58,No,713,1
45,68285,Employed,21,3,0.23,Yes,327,1
27,82008,Unemployed,17,1,0.5,No,670,1
56,109520,Self-Employed,20,4,0.2,No,512,1
34,25167,Employed,18,1,0.31,No,453,1
56,146279,Self-Employed,17,4,0.35,No,457,1
39,20432,Unemployed,13,0,0.35,No,593,0
43,89687,Employed,9,4,0.36,Yes,660,1
61,133216,Employed,0,4,0.21,No,665,1
42,91947,Employed,8,0,0.36,No,752,1
34,116324,Self-Employed,17,1,0.34,Yes,533,1
30,70903,Employed,12,4,0.2,No,476,1
37,112159,Unemployed,26,1,0.59,No,351,1
42,74149,Employed,16,1,0.53,No,747,1
21,107640,Employed,29,3,0.54,Yes,629,1
27,76768,Employed,22,0,0.44,Yes,595,0
20,80184,Employed,24,0,0.18,No,645,1
58,85792,Self-Employed,21,2,0.38,No,453,1
62,53439,Unemployed,15,1,0.51,Yes,531,0
35,53257,Employed,23,2,0.12,No,631,1
64,125193,Unemployed,10,0,0.35,Yes,445,0
53,64674,Unemployed,22,0,0.3,No,781,1
64,71248,Employed,8,2,0.21,Yes,678,1
39,103602,Self-Employed,6,0,0.29,No,675,1
51,65371,Employed,28,0,0.59,No,329,1
64,118282,Employed,21,3,0.46,No,728,1
25,87996,Employed,0,4,0.25,No,797,1
57,57297,Self-Employed,8,3,0.4,No,793,1
61,74273,Employed,9,4,0.22,No,495,1
36,81256,Unemployed,15,3,0.41,No,437,0
59,54743,Unemployed,20,3,0.55,No,490,0
58,88752,Employed,28,1,0.38,No,779,1
54,99803,Employed,17,2,0.47,No,477,1
23,95117,Employed,13,3,0.33,No,711,1
43,90051,Employed,27,1,0.36,No,662,1
51,42076,Employed,10,3,0.45,Yes,848,1
62,130352,Employed,23,2,0.51,No,548,1
23,95312,Employed,28,1,0.43,No,744,1
54,139627,Employed,3,4,0.59,No,640,1
50,107483,Employed,29,2,0.51,No,525,1
39,22963,Employed,18,0,0.49,No,307,1
38,139217,Self-Employed,12,1,0.52,No,834,1
23,92322,Unemployed,0,0,0.24,No,648,0
23,33866,Employed,20,1,0.32,No,465,1
21,124504,Employed,18,4,0.38,No,574,1
47,52305,Employed,14,1,0.33,Yes,847,1
28,82403,Employed,19,3,0.52,Yes,611,1
47,102896,Employed,14,0,0.11,No,526,1
48,125649,Self-Employed,24,0,0.2,No,358,1
41,146244,Unemployed,10,1,0.54,No,396,1
26,52813,Employed,29,3,0.13,No,548,1
20,86729,Self-Employed,22,3,0.21,No,560,1
48,80686,Employed,26,1,0.28,No,702,1
57,24512,Employed,4,2,0.48,Yes,357,0
54,139631,Employed,23,4,0.38,No,356,1
53,42666,Employed,21,1,0.58,No,372,1
41,36630,Employed,9,3,0.21,No,689,1
48,137907,Employed,17,4,0.54,Yes,833,1
23,147205,Employed,6,1,0.24,No,352,1
19,94519,Employed,0,4,0.22,No,402,1
37,20636,Self-Employed,2,2,0.35,Yes,411,0
45,23775,Unemployed,27,3,0.14,Yes,806,1
28,87957,Employed,0,2,0.29,No,669,1
21,84591,Employed,29,2,0.28,Yes,484,1
32,98561,Employed,16,3,0.18,Yes,325,1
23,94816,Unemployed,14,2,0.53,No,324,0
47,122487,Employed,4,1,0.29,Yes,563,1
55,31351,Employed,21,1,0.59,Yes,820,1
19,135400,Employed,15,4,0.55,No,519,1
32,140533,Employed,11,1,0.2,Yes,751,1
28,123627,Employed,18,1,0.35,No,471,1
25,75184,Unemployed,13,4,0.4,No,469,0
43,148381,Unemployed,2,0,0.51,Yes,694,0
62,131192,Employed,18,3,0.54,No,411,1
61,115707,Employed,0,1,0.41,Yes,589,0
22,89180,Employed,20,4,0.12,Yes,438,1
23,101678,Employed,0,2,0.34,No,518,1
43,93309,Unemployed,25,2,0.54,Yes,702,1
21,114002,Employed,9,1,0.46,No,797,1
36,30778,Employed,2,3,0.54,No,324,0
37,32501,Employed,12,4,0.44,No,705,1
50,132713,Unemployed,5,4,0.12,No,551,1
37,22108,Self-Employed,10,4,0.58,No,745,1
29,114905,Employed,5,4,0.56,No,376,1
64,56382,Employed,2,4,0.16,No,623,1
18,111354,Employed,15,3,0.16,No,779,1
43,95787,Unemployed,8,4,0.37,No,583,0
31,43341,Employed,7,3,0.48,No,457,1
55,97214,Employed,26,3,0.29,No,467,1
54,34367,Employed,2,3,0.17,No,448,1
28,139967,Self-Employed,4,2,0.36,Yes,442,0
53,115208,Employed,20,0,0.27,No,636,1
30,89868,Employed,13,1,0.28,Yes,762,1
60,32002,Employed,4,2,0.42,Yes,396,0
20,148180,Self-Employed,18,0,0.54,Yes,752,1
50,105820,Self-Employed,4,2,0.38,No,563,1
23,79949,Unemployed,20,3,0.44,No,692,1
27,35700,Employed,19,3,0.43,No,645,1
22,99305,Employed,19,4,0.38,No,685,1
40,82543,Unemployed,1,3,0.26,No,464,0
27,49318,Employed,24,2,0.29,No,809,1
61,109859,Self-Employed,6,1,0.26,No,783,1
19,47610,Self-Employed,0,3,0.56,Yes,695,0
30,92499,Employed,20,0,0.51,No,830,1
57,139256,Employed,17,2,0.39,No,749,1
19,93374,Self-Employed,9,0,0.56,No,827,1
37,85226,Unemployed,5,4,0.54,Yes,813,1
18,65167,Employed,6,4,0.56,No,704,1
54,97779,Employed,11,1,0.21,Yes,821,1
26,47939,Employed,17,2,0.46,Yes,316,0
34,81365,Employed,10,1,0.4,No,503,1
26,87381,Employed,21,0,0.47,No,306,1
28,66710,Employed,28,1,0.23,No,810,1
32,36766,Unemployed,18,0,0.45,No,309,0
41,122416,Self-Employed,24,1,0.3,No,312,1
55,32780,Self-Employed,3,4,0.52,Yes,488,0
52,68458,Employed,18,2,0.5,No,731,1
47,76221,Employed,12,1,0.21,No,443,1
48,138498,Unemployed,26,0,0.19,No,724,1
22,128392,Employed,18,2,0.46,No,585,1
61,21509,Employed,1,4,0.38,Yes,627,0
31,109493,Employed,27,4,0.38,No,822,1
28,130708,Unemployed,8,3,0.48,No,735,1
26,54346,Unemployed,7,2,0.53,No,790,1
51,102799,Employed,20,1,0.22,No,630,1
29,136850,Unemployed,13,4,0.38,No,347,1
52,66874,Employed,29,1,0.51,Yes,556,0
52,46148,Employed,28,1,0.54,No,386,1
18,51533,Unemployed,8,0,0.24,No,331,1
57,128144,Unemployed,12,1,0.15,No,617,1
39,142402,Employed,17,3,0.22,No,442,1
46,98467,Employed,5,2,0.57,No,391,1
25,21359,Unemployed,22,2,0.33,No,488,0
28,139119,Self-Employed,21,0,0.31,Yes,377,1
58,110068,Unemployed,2,3,0.11,No,739,1
54,80313,Employed,9,3,0.13,No,333,1
31,40344,Unemployed,29,2,0.43,No,417,0
47,138499,Unemployed,9,3,0.39,Yes,323,0
52,89778,Employed,9,4,0.39,No,839,1
38,40601,Unemployed,8,1,0.16,Yes,713,1
54,134768,Employed,29,1,0.28,No,849,1
22,39116,Employed,11,2,0.51,Yes,513,0
36,76985,Self-Employed,23,2,0.19,Yes,428,1
31,121013,Employed,7,3,0.54,Yes,511,1
43,137110,Employed,23,0,0.16,No,752,1
21,138329,Unemployed,8,2,0.18,No,460,1
42,50782,Employed,16,2,0.34,No,408,1
62,131095,Employed,7,2,0.57,No,727,1
59,69819,Unemployed,17,3,0.26,No,363,1
42,104416,Employed,19,4,0.43,No,308,1
35,89035,Employed,16,2,0.39,No,331,1
57,117123,Employed,27,4,0.17,Yes,424,1
25,64458,Employed,5,3,0.22,Yes,581,1
56,111556,Self-Employed,9,0,0.57,No,469,1
57,144225,Unemployed,0,1,0.19,Yes,475,0
31,28080,Employed,27,1,0.45,No,544,1
49,108743,Unemployed,20,1,0.58,Yes,555,0
55,53957,Employed,24,1,0.16,No,450,1
50,33908,Employed,0,3,0.3,Yes,402,0
40,116188,Self-Employed,8,1,0.21,No,836,1
32,115880,Self-Employed,19,3,0.21,Yes,440,1
50,141292,Employed,2,0,0.16,No,572,1
42,110570,Employed,23,2,0.42,No,326,1
34,111324,Employed,5,2,0.47,No,433,1
50,98287,Employed,6,2,0.44,Yes,592,0
64,143791,Employed,8,3,0.56,No,523,1
19,67482,Self-Employed,4,3,0.17,No,667,1
31,119329,Employed,28,3,0.26,Yes,405,1
57,142473,Self-Employed,15,0,0.27,No,776,1
57,145291,Employed,1,4,0.22,Yes,501,0
56,118375,Employed,2,3,0.17,Yes,614,1
23,58314,Employed,2,3,0.34,No,309,1
23,120989,Employed,19,2,0.52,Yes,556,1
20,94921,Unemployed,25,1,0.58,No,445,0
24,142060,Employed,22,1,0.16,Yes,657,1
25,103768,Employed,27,0,0.51,No,672,1
59,128880,Unemployed,9,1,0.51,No,789,1
32,120326,Self-Employed,21,4,0.29,No,402,1
64,35831,Employed,2,2,0.16,Yes,347,0
46,141026,Employed,14,0,0.6,Yes,484,1
50,40125,Self-Employed,13,1,0.43,No,402,0
47,82451,Unemployed,22,1,0.59,Yes,523,0
56,65708,Unemployed,3,2,0.34,No,676,1
44,37682,Employed,9,0,0.3,No,410,1
53,122406,Unemployed,10,2,0.22,Yes,621,1
46,102824,Employed,10,0,0.59,No,452,1
55,55794,Employed,7,1,0.23,No,655,1
50,79372,Unemployed,22,2,0.11,No,642,1
54,59477,Employed,22,2,0.36,No,716,1
44,73863,Employed,8,4,0.29,No,583,1
50,109941,Employed,7,2,0.23,Yes,456,1
21,58737,Employed,11,0,0.42,Yes,698,1
39,22620,Self-Employed,16,4,0.28,No,826,1
19,120950,Self-Employed,22,2,0.3,No,662,1
27,123169,Employed,14,2,0.11,No,742,1
22,142033,Employed,18,4,0.39,No,734,1
27,55057,Unemployed,27,1,0.16,No,640,1
50,60138,Unemployed,19,2,0.21,No,547,1
55,99390,Employed,5,3,0.46,Yes,773,1
30,73024,Unemployed,4,1,0.26,No,417,0
48,29677,Self-Employed,7,2,0.18,No,391,1
64,64111,Employed,17,1,0.39,No,847,1
53,44074,Employed,20,0,0.21,Yes,736,1
62,37824,Employed,20,1,0.24,Yes,823,1
41,20765,Self-Employed,14,4,0.41,No,839,1
32,65439,Employed,2,2,0.47,No,374,1
46,145318,Employed,13,1,0.47,No,378,1
25,117151,Employed,25,3,0.34,No,378,1
22,68926,Unemployed,14,0,0.33,Yes,504,0
46,56860,Employed,12,0,0.49,No,840,1
64,32975,Unemployed,20,1,0.2,No,581,0
21,94877,Unemployed,19,4,0.18,No,322,1
29,113677,Employed,26,0,0.43,No,828,1
62,97870,Employed,20,1,0.3,No,432,1
19,134381,Employed,25,1,0.45,No,358,1
44,101371,Unemployed,8,0,0.23,No,801,1
48,46548,Employed,22,1,0.26,No,741,1
53,120970,Employed,16,1,0.55,Yes,581,1
53,110575,Employed,18,3,0.31,No,470,1
43,118066,Employed,24,1,0.4,No,425,1
60,58736,Unemployed,3,1,0.15,No,385,1
44,81562,Self-Employed,19,4,0.19,No,813,1
22,60409,Unemployed,9,0,0.12,No,405,1
37,104101,Employed,21,4,0.31,No,518,1
28,29834,Employed,2,2,0.59,Yes,604,0
27,122192,Unemployed,18,4,0.54,No,390,1
57,20840,Employed,8,2,0.42,No,795,1
55,99409,Unemployed,28,2,0.53,No,380,0
23,51568,Employed,4,4,0.4,No,433,1
25,30846,Employed,13,3,0.28,No,706,1
40,25899,Self-Employed,6,4,0.19,No,637,1
64,106038,Unemployed,20,0,0.43,No,796,1
43,86101,Unemployed,5,4,0.2,No,365,1
